"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2018","Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.9","13.9","15.9","10004","Overall","All Ages","All Races","All Grades"
"2017","Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.4","15.3","17.5","9285","Overall","All Ages","All Races","All Grades"
"2016","Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.3","14.3","16.3","8727","Overall","All Ages","All Races","All Grades"
"2015","Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.5","15.4","17.6","8371","Overall","All Ages","All Races","All Grades"
"2014","Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.5","18.3","20.7","9100","Overall","All Ages","All Races","All Grades"
"2013","Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.0","17.8","20.2","8091","Overall","All Ages","All Races","All Grades"
"2012","Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.0","17.7","20.3","7154","Overall","All Ages","All Races","All Grades"
"2011","Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.9","19.3","22.5","6562","Overall","All Ages","All Races","All Grades"
"2018","Washington","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.0","11.2","12.8","12522","Overall","All Ages","All Races","All Grades"
"2017","Washington","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.5","12.7","14.3","12787","Overall","All Ages","All Races","All Grades"
"2016","Washington","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.9","13.1","14.7","13832","Overall","All Ages","All Races","All Grades"
"2015","Washington","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.0","14.1","15.9","15561","Overall","All Ages","All Races","All Grades"
"2014","Washington","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.3","14.2","16.4","9727","Overall","All Ages","All Races","All Grades"
"2013","Washington","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.1","15.1","17.1","10996","Overall","All Ages","All Races","All Grades"
"2012","Washington","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.2","16.3","18.1","15173","Overall","All Ages","All Races","All Grades"
"2011","Washington","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.5","16.4","18.6","14683","Overall","All Ages","All Races","All Grades"
"2018","West Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.2","23.6","26.8","4810","Overall","All Ages","All Races","All Grades"
"2017","West Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.0","24.5","27.5","5373","Overall","All Ages","All Races","All Grades"
"2016","West Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.8","23.5","26.1","7015","Overall","All Ages","All Races","All Grades"
"2015","West Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.7","24.3","27.1","5833","Overall","All Ages","All Races","All Grades"
"2014","West Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.7","25.3","28.1","6086","Overall","All Ages","All Races","All Grades"
"2013","West Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.3","25.9","28.7","5841","Overall","All Ages","All Races","All Grades"
"2012","West Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.2","26.7","29.7","5390","Overall","All Ages","All Races","All Grades"
"2011","West Virginia","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.6","27.0","30.2","5263","Overall","All Ages","All Races","All Grades"
"2018","Wisconsin","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.4","15.0","17.8","4779","Overall","All Ages","All Races","All Grades"
"2017","Wisconsin","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.0","14.6","17.4","5538","Overall","All Ages","All Races","All Grades"
"2016","Wisconsin","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.1","15.6","18.6","4980","Overall","All Ages","All Races","All Grades"
"2015","Wisconsin","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.3","15.9","18.7","5962","Overall","All Ages","All Races","All Grades"
"2014","Wisconsin","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.4","16.0","18.8","6727","Overall","All Ages","All Races","All Grades"
"2013","Wisconsin","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.7","17.1","20.3","6249","Overall","All Ages","All Races","All Grades"
"2012","Wisconsin","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.4","18.7","22.1","5133","Overall","All Ages","All Races","All Grades"
"2011","Wisconsin","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.9","19.1","22.7","5286","Overall","All Ages","All Races","All Grades"
"2018","Wyoming","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.8","17.2","20.4","4365","Overall","All Ages","All Races","All Grades"
"2017","Wyoming","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.7","17.1","20.3","4363","Overall","All Ages","All Races","All Grades"
"2016","Wyoming","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.9","16.9","20.9","4393","Overall","All Ages","All Races","All Grades"
"2015","Wyoming","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.3","20.9","5281","Overall","All Ages","All Races","All Grades"
"2014","Wyoming","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.5","17.6","21.4","6078","Overall","All Ages","All Races","All Grades"
"2013","Wyoming","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.6","19.0","22.2","6315","Overall","All Ages","All Races","All Grades"
"2012","Wyoming","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.8","19.9","23.7","6159","Overall","All Ages","All Races","All Grades"
"2011","Wyoming","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","21.5","24.5","6840","Overall","All Ages","All Races","All Grades"
